Date,Open,High,Low,Close,Volume,Adj Close
2015-09-03,10044.349609,10150.830078,10018.009766,10049.290039,3520700000,10049.290039
2015-09-02,9963.139648,10013.360352,9884.150391,10013.360352,3742620000,10013.360352
2015-09-01,10176.50,10176.50,9821.370117,9874.669922,4371850000,9874.669922
2015-08-31,10198.320312,10226.169922,10120.480469,10176.50,3915100000,10176.50
2015-08-28,10199.160156,10256.839844,10180.240234,10242.05957,3949080000,10242.05957
2015-08-27,10044.360352,10248.379883,10044.360352,10230.509766,5006390000,10230.509766
2015-08-26,9692.400391,9986.480469,9692.400391,9979.669922,5338250000,9979.669922
2015-08-25,9790.099609,10063.139648,9689.650391,9692.389648,5183560000,9692.389648
2015-08-24,9864.299805,10068.919922,9509.589844,9789.94043,6612690000,9789.94043
2015-08-21,10402.299805,10426.040039,10195.69043,10195.69043,5018240000,10195.69043
2015-08-20,10618.349609,10620.759766,10475.740234,10475.75,3922470000,10475.75
2015-08-19,10742.320312,10761.019531,10638.19043,10687.030273,3512920000,10687.030273
2015-08-18,10799.540039,10819.69043,10780.009766,10792.799805,2949990000,10792.799805
2015-08-17,10743.570312,10819.219727,10708.339844,10818.570312,2867690000,10818.570312
2015-08-14,10736.349609,10784.330078,10730.509766,10782.240234,2795590000,10782.240234
2015-08-13,10779.44043,10780.05957,10722.879883,10745.30957,3221300000,10745.30957
2015-08-12,10725.879883,10789.660156,10628.94043,10779.459961,4269130000,10779.459961
2015-08-11,10857.089844,10857.089844,10757.179688,10802.089844,3708880000,10802.089844
2015-08-10,10804.80957,10906.080078,10804.80957,10906.049805,3514460000,10906.049805
2015-08-07,10779.50,10785.349609,10728.480469,10763.150391,3602320000,10763.150391
2015-08-06,10851.339844,10856.389648,10756.849609,10799.44043,4246570000,10799.44043
2015-08-05,10874.200195,10916.219727,10833.580078,10847.849609,3968680000,10847.849609
2015-08-04,10849.139648,10869.589844,10802.219727,10824.700195,3546710000,10824.700195
2015-08-03,10883.469727,10883.469727,10795.019531,10841.259766,3476770000,10841.259766
2015-07-31,10908.30957,10933.389648,10872.330078,10882.280273,3681340000,10882.280273
2015-07-30,10866.30957,10887.900391,10824.730469,10881.75,3579410000,10881.75
2015-07-29,10795.179688,10895.219727,10794.00,10883.910156,4038900000,10883.910156
2015-07-28,10698.900391,10800.219727,10668.650391,10790.179688,4117740000,10790.179688
2015-07-27,10688.860352,10698.530273,10636.269531,10656.610352,3836750000,10656.610352
2015-07-24,10830.780273,10831.19043,10706.139648,10721.950195,3870040000,10721.950195
2015-07-23,10918.089844,10919.169922,10825.69043,10840.730469,3772810000,10840.730469
2015-07-22,10897.139648,10917.160156,10881.049805,10899.860352,3694070000,10899.860352
2015-07-21,10960.410156,10974.820312,10902.110352,10919.00,3343690000,10919.00
2015-07-20,10991.280273,10991.280273,10954.580078,10969.490234,3245870000,10969.490234
2015-07-17,11010.839844,11010.839844,10965.669922,10987.169922,3362750000,10987.169922
2015-07-16,11013.330078,11032.610352,11011.540039,11024.870117,3227080000,11024.870117
2015-07-15,10989.370117,10996.44043,10934.669922,10958.830078,3261810000,10958.830078
2015-07-14,10944.00,11003.009766,10938.730469,10993.259766,3002120000,10993.259766
2015-07-13,10853.919922,10950.179688,10853.919922,10944.849609,3096730000,10944.849609
2015-07-10,10689.509766,10871.459961,10689.509766,10853.919922,3065070000,10853.919922
2015-07-09,10741.759766,10801.929688,10688.330078,10689.509766,3446810000,10689.509766
2015-07-08,10755.55957,10755.55957,10622.320312,10636.799805,3608780000,10636.799805
2015-07-07,10764.969727,10841.490234,10631.519531,10829.320312,4458660000,10829.320312
2015-07-06,10770.040039,10836.929688,10732.410156,10782.679688,3486360000,10782.679688
2015-07-02,10885.530273,10903.370117,10838.919922,10864.820312,2996540000,10864.820312
2015-07-01,10844.459961,10890.360352,10821.370117,10858.990234,3727260000,10858.990234
2015-06-30,10859.110352,10873.660156,10768.620117,10805.200195,4078540000,10805.200195
2015-06-29,10940.980469,10953.070312,10787.280273,10790.330078,3678960000,10790.330078
2015-06-26,11048.599609,11063.459961,11008.990234,11040.30957,5025470000,11040.30957
2015-06-25,11078.570312,11094.790039,11030.769531,11035.730469,3214610000,11035.730469
2015-06-24,11132.44043,11142.110352,11066.139648,11066.139648,3102480000,11066.139648
2015-06-23,11146.580078,11167.040039,11131.030273,11149.360352,3091190000,11149.360352
2015-06-22,11104.660156,11170.820312,11104.660156,11129.610352,3030020000,11129.610352
2015-06-19,11080.290039,11092.299805,11037.919922,11038.959961,4449810000,11038.959961
2015-06-18,11032.480469,11137.400391,11032.480469,11100.469727,3499000000,11100.469727
2015-06-17,11009.480469,11040.990234,10950.110352,11013.660156,3222240000,11013.660156
2015-06-16,10940.450195,11000.580078,10927.120117,10997.660156,2919900000,10997.660156
2015-06-15,10942.509766,10967.610352,10898.469727,10949.540039,3061570000,10949.540039
2015-06-12,11037.339844,11037.339844,10989.820312,11009.910156,2719400000,11009.910156
2015-06-11,11072.530273,11101.129883,11055.870117,11080.509766,3128600000,11080.509766
2015-06-10,10960.089844,11080.709961,10960.089844,11057.990234,3414320000,11057.990234
2015-06-09,10918.240234,10943.30957,10882.80957,10915.639648,3034580000,10915.639648
2015-06-08,10975.219727,10975.219727,10916.889648,10917.820312,2917150000,10917.820312
2015-06-05,10982.049805,11009.099609,10924.55957,10979.330078,3243690000,10979.330078
2015-06-04,11062.129883,11095.019531,10989.429688,11000.389648,3200050000,11000.389648
2015-06-03,11101.870117,11147.80957,11082.00,11107.929688,3099980000,11107.929688
2015-06-02,11057.139648,11117.599609,11027.80957,11080.889648,3049350000,11080.889648
2015-06-01,11081.669922,11093.339844,11023.280273,11061.679688,3011710000,11061.679688
2015-05-29,11116.209961,11117.160156,11033.05957,11056.299805,3927390000,11056.299805
2015-05-28,11128.759766,11135.959961,11075.669922,11132.740234,2980350000,11132.740234
2015-05-27,11076.259766,11155.19043,11069.150391,11143.349609,3127960000,11143.349609
2015-05-26,11197.599609,11197.599609,11042.879883,11065.320312,3342130000,11065.320312
2015-05-22,11213.94043,11225.05957,11197.669922,11197.69043,2571860000,11197.69043
2015-05-21,11212.519531,11254.870117,11206.459961,11239.660156,3070460000,11239.660156
2015-05-20,11221.410156,11246.700195,11196.540039,11210.240234,3025880000,11210.240234
2015-05-19,11214.429688,11232.459961,11195.55957,11213.150391,3296030000,11213.150391
2015-05-18,11207.030273,11236.790039,11192.620117,11227.889648,2888190000,11227.889648
2015-05-15,11202.980469,11228.69043,11172.669922,11228.349609,3092080000,11228.349609
2015-05-14,11163.950195,11208.75,11161.639648,11207.330078,3225740000,11207.330078
2015-05-13,11131.530273,11165.799805,11103.099609,11117.00,3374260000,11117.00
2015-05-12,11106.099609,11136.719727,11058.980469,11113.169922,000,11113.169922
2015-05-11,11182.120117,11198.44043,11134.179688,11140.740234,2992670000,11140.740234
2015-05-08,11138.650391,11205.959961,11138.650391,11196.50,3399440000,11196.50
2015-05-07,10997.919922,11051.980469,10961.179688,11036.400391,3676640000,11036.400391
2015-05-06,11082.05957,11098.209961,10963.139648,11015.990234,3792210000,11015.990234
2015-05-05,11171.509766,11180.209961,11039.969727,11049.339844,3793950000,11049.339844
2015-05-04,11154.990234,11192.879883,11154.990234,11173.280273,3091580000,11173.280273
2015-05-01,11074.950195,11141.019531,11072.990234,11140.360352,3379390000,11140.360352
2015-04-30,11116.719727,11127.910156,11013.660156,11049.740234,4509680000,11049.740234
2015-04-29,11161.959961,11185.589844,11117.320312,11154.110352,4074970000,11154.110352
2015-04-28,11165.070312,11204.160156,11105.410156,11203.080078,3546270000,11203.080078
2015-04-27,11226.419922,11248.990234,11160.519531,11167.30957,3438750000,11167.30957
2015-04-24,11199.94043,11207.799805,11172.429688,11192.929688,3375780000,11192.929688
2015-04-23,11128.150391,11221.139648,11118.929688,11191.480469,3636670000,11191.480469
2015-04-22,11113.25,11154.230469,11067.269531,11144.450195,3348480000,11144.450195
2015-04-21,11115.799805,11161.950195,11085.480469,11100.379883,3243410000,11100.379883
2015-04-20,11058.509766,11144.879883,11058.509766,11116.570312,3000160000,11116.570312
2015-04-17,11113.509766,11113.509766,11010.929688,11058.450195,3627600000,11058.450195
2015-04-16,11171.490234,11203.070312,11134.030273,11169.75,3434120000,11169.75
2015-04-15,11136.889648,11196.980469,11136.129883,11171.05957,4013760000,11171.05957
2015-04-14,11078.759766,11117.030273,11045.30957,11108.070312,3301270000,11108.070312
2015-04-13,11110.179688,11123.620117,11056.370117,11056.759766,2908420000,11056.759766
2015-04-10,11077.740234,11114.509766,11075.599609,11112.679688,3156200000,11112.679688
2015-04-09,11028.75,11072.919922,10993.269531,11065.389648,3172360000,11065.389648
2015-04-08,11038.519531,11073.669922,10995.280273,11032.990234,3265330000,11032.990234
2015-04-07,11042.00,11082.150391,11012.110352,11013.240234,3065510000,11013.240234
2015-04-06,10936.839844,11068.629883,10927.019531,11033.120117,3302970000,11033.120117
2015-04-02,10897.660156,10974.980469,10895.30957,10953.160156,3095960000,10953.160156
2015-04-01,10906.129883,10909.019531,10834.019531,10891.610352,3543270000,10891.610352
2015-03-31,10914.049805,10955.339844,10890.799805,10899.19043,3376550000,10899.19043
2015-03-30,10919.049805,11009.009766,10919.049805,10989.160156,2917690000,10989.160156
2015-03-27,10860.650391,10877.660156,10838.570312,10875.139648,3008550000,10875.139648
2015-03-26,10877.19043,10911.150391,10815.959961,10865.150391,3510670000,10865.150391
2015-03-25,11036.94043,11057.049805,10897.179688,10897.509766,3521140000,10897.509766
2015-03-24,11071.950195,11080.660156,11019.75,11019.75,3189820000,11019.75
2015-03-23,11089.660156,11115.580078,11070.540039,11070.889648,3267960000,11070.889648
2015-03-20,10932.50,11094.269531,10932.50,11070.530273,5554120000,11070.530273
2015-03-19,10976.830078,10976.830078,10908.009766,10931.360352,3305220000,10931.360352
2015-03-18,10846.429688,11055.009766,10826.040039,11019.719727,4128210000,11019.719727
2015-03-17,10843.679688,10879.080078,10808.919922,10862.429688,3221840000,10862.429688
2015-03-16,10787.469727,10883.780273,10787.469727,10881.179688,3295600000,10881.179688
2015-03-13,10784.089844,10784.089844,10677.589844,10751.019531,3498560000,10751.019531
2015-03-12,10734.709961,10821.240234,10734.709961,10820.870117,3405860000,10820.870117
2015-03-11,10686.650391,10705.969727,10659.030273,10678.759766,3406570000,10678.759766
2015-03-10,10802.50,10802.50,10678.389648,10678.410156,3668900000,10678.410156
2015-03-09,10846.049805,10885.080078,10845.980469,10866.620117,3349090000,10866.620117
2015-03-06,10964.230469,10964.230469,10826.450195,10842.169922,3853570000,10842.169922
2015-03-05,11014.700195,11036.200195,10992.169922,11014.259766,3103030000,11014.259766
2015-03-04,11018.799805,11018.799805,10941.139648,11004.679688,3421110000,11004.679688
2015-03-03,11090.769531,11090.769531,11012.660156,11051.219727,3262300000,11051.219727
2015-03-02,11053.660156,11103.339844,11052.290039,11102.820312,3409490000,11102.820312
2015-02-27,11078.540039,11100.240234,11062.120117,11062.790039,3547380000,11062.790039
2015-02-26,11111.839844,11111.839844,11053.860352,11082.099609,3408690000,11082.099609
2015-02-25,11119.639648,11142.55957,11097.790039,11117.929688,3312340000,11117.929688
2015-02-24,11082.129883,11133.780273,11070.570312,11122.110352,3199840000,11122.110352
2015-02-23,11091.469727,11091.469727,11047.209961,11074.580078,3093680000,11074.580078
2015-02-20,11025.269531,11111.410156,10976.290039,11108.669922,3281600000,11108.669922
2015-02-19,11027.00,11064.620117,11010.150391,11038.259766,3247100000,11038.259766
2015-02-18,11054.469727,11064.129883,11018.969727,11064.089844,3370020000,11064.089844
2015-02-17,11042.780273,11070.070312,11001.030273,11054.469727,3361750000,11054.469727
2015-02-13,11009.870117,11045.929688,11000.780273,11042.69043,3527450000,11042.69043
2015-02-12,10924.19043,10997.120117,10924.19043,10995.30957,3788350000,10995.30957
2015-02-11,10883.910156,10907.80957,10831.519531,10889.049805,3596860000,10889.049805
2015-02-10,10860.709961,10924.650391,10811.269531,10915.139648,3669850000,10915.139648
2015-02-09,10831.040039,10862.879883,10803.969727,10826.589844,3549540000,10826.589844
2015-02-06,10903.290039,10931.759766,10820.830078,10847.509766,4232970000,10847.509766
2015-02-05,10821.349609,10901.219727,10820.570312,10896.05957,3821990000,10896.05957
2015-02-04,10803.490234,10843.849609,10753.980469,10775.040039,4141920000,10775.040039
2015-02-03,10721.570312,10847.44043,10721.570312,10847.410156,4615900000,10847.410156
2015-02-02,10567.959961,10676.44043,10495.709961,10669.030273,4008330000,10669.030273
2015-01-30,10636.040039,10670.179688,10532.549805,10537.219727,4568650000,10537.219727
2015-01-29,10617.889648,10703.120117,10546.75,10691.629883,4127140000,10691.629883
2015-01-28,10797.230469,10804.169922,10596.879883,10603.860352,4067530000,10603.860352
2015-01-27,10793.040039,10830.200195,10718.849609,10781.830078,3329810000,10781.830078
2015-01-26,10787.299805,10848.040039,10748.730469,10847.150391,3465760000,10847.150391
2015-01-23,10854.230469,10854.230469,10784.570312,10788.330078,3573560000,10788.330078
2015-01-22,10753.580078,10869.00,10699.730469,10859.349609,4176050000,10859.349609
2015-01-21,10646.00,10735.650391,10616.990234,10720.400391,3730070000,10720.400391
2015-01-20,10682.00,10703.179688,10589.459961,10658.620117,3944340000,10658.620117
2015-01-16,10508.620117,10664.530273,10503.349609,10660.320312,4056410000,10660.320312
2015-01-15,10606.629883,10636.679688,10511.049805,10514.599609,4276720000,10514.599609
2015-01-14,10622.570312,10622.570312,10442.799805,10565.410156,4378680000,10565.410156
2015-01-13,10640.740234,10773.280273,10543.490234,10622.959961,4107300000,10622.959961
2015-01-12,10712.650391,10717.019531,10597.400391,10640.740234,3456460000,10640.740234
2015-01-09,10811.820312,10811.820312,10680.530273,10711.410156,3364140000,10711.410156
2015-01-08,10686.00,10809.459961,10686.00,10800.540039,3934010000,10800.540039
2015-01-07,10514.480469,10638.740234,10514.480469,10627.129883,3805480000,10627.129883
2015-01-06,10610.780273,10647.209961,10457.889648,10514.870117,4460110000,10514.870117
2015-01-05,10764.370117,10764.370117,10588.049805,10607.679688,3799120000,10607.679688
2015-01-02,10859.799805,10889.25,10770.509766,10830.919922,2708700000,10830.919922
2014-12-31,10941.679688,10948.599609,10834.259766,10839.240234,2606070000,10839.240234
2014-12-30,10963.540039,10963.540039,10931.549805,10932.990234,2440280000,10932.990234
2014-12-29,10974.879883,11007.820312,10962.610352,10988.009766,2452360000,10988.009766
2014-12-26,10975.290039,11008.540039,10975.290039,10985.400391,1735230000,10985.400391
2014-12-24,10962.230469,10979.75,10949.490234,10955.110352,1416980000,10955.110352
2014-12-23,10935.730469,10971.980469,10934.900391,10951.759766,3043950000,10951.759766
2014-12-22,10890.25,10921.30957,10879.230469,10919.990234,3369520000,10919.990234
2014-12-19,10835.330078,10919.509766,10825.669922,10890.240234,6465530000,10890.240234
2014-12-18,10709.540039,10831.639648,10692.379883,10831.620117,4703380000,10831.620117
2014-12-17,10411.540039,10614.570312,10411.530273,10603.509766,4942370000,10603.509766
2014-12-16,10386.110352,10583.69043,10360.030273,10390.019531,4958680000,10390.019531
2014-12-15,10535.519531,10571.469727,10373.799805,10411.179688,4361990000,10411.179688
2014-12-12,10690.139648,10690.139648,10500.50,10500.509766,4157650000,10500.509766
2014-12-11,10671.070312,10786.419922,10671.070312,10690.150391,3917950000,10690.150391
2014-12-10,10816.769531,10816.769531,10649.120117,10662.240234,4114440000,10662.240234
2014-12-09,10863.55957,10863.55957,10742.730469,10821.200195,3970150000,10821.200195
2014-12-08,10941.620117,10946.400391,10835.120117,10863.540039,3800990000,10863.540039
2014-12-05,10957.400391,10992.639648,10949.169922,10970.259766,3419620000,10970.259766
2014-12-04,10966.929688,10980.129883,10908.580078,10952.299805,3408340000,10952.299805
2014-12-03,10942.700195,10996.669922,10933.009766,10987.299805,3612680000,10987.299805
2014-12-02,10888.44043,10950.459961,10888.040039,10940.120117,3686650000,10940.120117
2014-12-01,10933.110352,10933.110352,10864.080078,10888.55957,4159010000,10888.55957
2014-11-28,10993.080078,11000.50,10945.730469,10955.410156,2504640000,10955.410156
2014-11-26,11036.80957,11049.30957,11022.879883,11047.910156,2745260000,11047.910156
2014-11-25,11053.259766,11068.269531,11013.009766,11029.370117,3392940000,11029.370117
